accession,collection_date,isolation_source,isolation_taxa,city,county,state,FIPS,region_name,district_name,latitude,longitude,data_source
W1944,5-Jun-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1945,19-Jun-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W1947,3-Jul-17,mosquito,Culex salinarius,,Story,Iowa,19169,Midwest,West North Central,,,WN4K
W1948,3-Jul-17,mosquito,Culex restuans,,Woodbury,Iowa,19193,Midwest,West North Central,,,WN4K
W1950,10-Jul-17,mosquito,Culex restuans,,Woodbury,Iowa,19193,Midwest,West North Central,,,WN4K
W1951,10-Jul-17,mosquito,Culex restuans,,Woodbury,Iowa,19193,Midwest,West North Central,,,WN4K
W1952,10-Jul-17,mosquito,Culex restuans,,Woodbury,Iowa,19193,Midwest,West North Central,,,WN4K
W1953,10-Jul-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1954,10-Jul-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1955,17-Jul-17,mosquito,Culex pipiens,,Story,Iowa,19169,Midwest,West North Central,,,WN4K
W1956,17-Jul-17,mosquito,Culex restuans,,Story,Iowa,19169,Midwest,West North Central,,,WN4K
W1957,17-Jul-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1958,17-Jul-17,mosquito,Culex pipiens,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1959,17-Jul-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1961,17-Jul-17,mosquito,Culex pipiens,,Woodbury,Iowa,19193,Midwest,West North Central,,,WN4K
W1962,17-Jul-17,mosquito,Culex tarsalis,,Dickinson,Iowa,19059,Midwest,West North Central,,,WN4K
W1960,24-Jul-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W1963,24-Jul-17,mosquito,Culex restuans,,Story,Iowa,19169,Midwest,West North Central,,,WN4K
W1964,24-Jul-17,mosquito,Culex pipiens,,O'Brien,Iowa,19141,Midwest,West North Central,,,WN4K
W1966,24-Jul-17,mosquito,CPG,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W1967,24-Jul-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W1968,24-Jul-17,mosquito,Culex restuans,,Monona,Iowa,19133,Midwest,West North Central,,,WN4K
W1969,24-Jul-17,mosquito,Culex pipiens,,Woodbury,Iowa,19193,Midwest,West North Central,,,WN4K
W1971,24-Jul-17,mosquito,Culex pipiens,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1972,24-Jul-17,mosquito,Culex pipiens,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1973,31-Jul-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1974,31-Jul-17,mosquito,Culex restuans,,Story,Iowa,19169,Midwest,West North Central,,,WN4K
W1975,31-Jul-17,mosquito,Culex pipiens,,Story,Iowa,19169,Midwest,West North Central,,,WN4K
W1976,31-Jul-17,mosquito,Culex pipiens,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1977,31-Jul-17,mosquito,Culex pipiens,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1994,31-Jul-17,mosquito,Culex restuans,,Black Hawk,Iowa,19013,Midwest,West North Central,,,WN4K
W1979,7-Aug-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1982,7-Aug-17,mosquito,CPG,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W1992,7-Aug-17,mosquito,Culex restuans,,Black Hawk,Iowa,19013,Midwest,West North Central,,,WN4K
W1993,7-Aug-17,mosquito,Culex restuans,,Black Hawk,Iowa,19013,Midwest,West North Central,,,WN4K
W1981,14-Aug-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1983,14-Aug-17,mosquito,Culex pipiens,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1984,14-Aug-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1987,14-Aug-17,mosquito,Culex pipiens,,Woodbury,Iowa,19193,Midwest,West North Central,,,WN4K
W1988,14-Aug-17,mosquito,Culex restuans,,Woodbury,Iowa,19193,Midwest,West North Central,,,WN4K
W1989,14-Aug-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W1990,14-Aug-17,mosquito,Culex pipiens,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W1991,14-Aug-17,mosquito,Culex salinarius,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W1995,21-Aug-17,mosquito,Culex restuans,,Story,Iowa,19169,Midwest,West North Central,,,WN4K
W1996,21-Aug-17,mosquito,Culex pipiens,,Woodbury,Iowa,19193,Midwest,West North Central,,,WN4K
W1997,21-Aug-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W1998,21-Aug-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W1999,21-Aug-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W2000,28-Aug-17,mosquito,Culex restuans,,Story,Iowa,19169,Midwest,West North Central,,,WN4K
W2001,28-Aug-17,mosquito,Culex restuans,,Black Hawk,Iowa,19013,Midwest,West North Central,,,WN4K
W2002,28-Aug-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W2006,28-Aug-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W2007,28-Aug-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W2008,4-Sep-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W2009,4-Sep-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W2010,4-Sep-17,mosquito,Culex pipiens,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W2015,4-Sep-17,mosquito,Culex restuans,,Black Hawk,Iowa,19013,Midwest,West North Central,,,WN4K
W2011,11-Sep-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W2012,11-Sep-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W2013,11-Sep-17,mosquito,Culex restuans,,Story,Iowa,19169,Midwest,West North Central,,,WN4K
W2014,11-Sep-17,mosquito,Culex restuans,,Story,Iowa,19169,Midwest,West North Central,,,WN4K
W2016,11-Sep-17,mosquito,Culex restuans,,Black Hawk,Iowa,19013,Midwest,West North Central,,,WN4K
W2017,11-Sep-17,mosquito,Culex restuans,,Black Hawk,Iowa,19013,Midwest,West North Central,,,WN4K
W2018,11-Sep-17,mosquito,Culex restuans,,Black Hawk,Iowa,19013,Midwest,West North Central,,,WN4K
W2021,11-Sep-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W2022,11-Sep-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W2023,11-Sep-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W2024,11-Sep-17,mosquito,Culex pipiens,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W2026,18-Sep-17,mosquito,Culex pipiens,,Story,Iowa,19169,Midwest,West North Central,,,WN4K
W2027,18-Sep-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W2028,18-Sep-17,mosquito,Culex restuans,,Pottawattamie,Iowa,19155,Midwest,West North Central,,,WN4K
W2029,18-Sep-17,mosquito,Culex restuans,,Monona,Iowa,19133,Midwest,West North Central,,,WN4K
W2030,25-Sep-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W2031,25-Sep-17,mosquito,Culex restuans,,Polk,Iowa,19153,Midwest,West North Central,,,WN4K
W1856,22-Jun-20,mosquito,CPG,Welker,Polk,Iowa,19153,Midwest,West North Central,41.575,-93.686,WN4K
W1863,18-Aug-20,mosquito,CPG,Lovington,Polk,Iowa,19153,Midwest,West North Central,41.648,-93.679,WN4K
W1864,18-Aug-20,mosquito,Culex pipiens,Lovington,Polk,Iowa,19153,Midwest,West North Central,41.648,-93.679,WN4K
W1885,19-Aug-20,mosquito,Culex pipiens,Deerwood Park,Black Hawk,Iowa,19013,Midwest,West North Central,42.463,-92.306,WN4K
W1865,20-Aug-20,mosquito,Culex restuans,Lovington,Polk,Iowa,19153,Midwest,West North Central,41.648,-93.679,WN4K
W1866,24-Aug-20,mosquito,CPG,Jester Park,Polk,Iowa,19153,Midwest,West North Central,41.784,-93.777,WN4K
W1868,24-Aug-20,mosquito,Culex restuans,Lovington,Polk,Iowa,19153,Midwest,West North Central,41.648,-93.679,WN4K
W1886,24-Aug-20,mosquito,Culex pipiens,Deerwood Park,Black Hawk,Iowa,19013,Midwest,West North Central,42.463,-92.306,WN4K
W1888,24-Aug-20,mosquito,Culex restuans,Deerwood Park,Black Hawk,Iowa,19013,Midwest,West North Central,42.463,-92.306,WN4K
W1870,28-Aug-20,mosquito,Culex erraticus,Ewing,Polk,Iowa,19153,Midwest,West North Central,41.538,-93.577,WN4K
W1889,31-Aug-20,mosquito,Culex pipiens,Sheridan,Scott,Iowa,19163,Midwest,West North Central,41.618,-93.611,WN4K
W1890,31-Aug-20,mosquito,Culex restuans,Sheridan,Scott,Iowa,19163,Midwest,West North Central,41.618,-93.611,WN4K
W1893,31-Aug-20,mosquito,Culex pipiens,Deerwood Park,Black Hawk,Iowa,19013,Midwest,West North Central,42.463,-92.306,WN4K
W1882,2-Sep-20,mosquito,Culex restuans,Norwood,Polk,Iowa,19153,Midwest,West North Central,41.645,-93.541,WN4K
W1891,2-Sep-20,mosquito,Culex tarsalis,City Dump,O'Brien,Iowa,19141,Midwest,West North Central,43.08,-95.611,WN4K
W1897,2-Sep-20,mosquito,Culex pipiens,Deerwood Park,Black Hawk,Iowa,19013,Midwest,West North Central,42.463,-92.306,WN4K
W1898,2-Sep-20,mosquito,Culex pipiens,Deerwood Park,Black Hawk,Iowa,19013,Midwest,West North Central,42.463,-92.306,WN4K
W1883,3-Sep-20,mosquito,Culex pipiens,Norwood,Polk,Iowa,19153,Midwest,West North Central,41.645,-93.541,WN4K
W1884,21-Sep-20,mosquito,Culex restuans,Norwood,Polk,Iowa,19153,Midwest,West North Central,41.645,-93.541,WN4K
W1894,5-Oct-20,mosquito,Culex pipiens,Norwood,Polk,Iowa,19153,Midwest,West North Central,41.645,-93.541,WN4K
W0927,9-Jul-05,bird,Asio flammeus,Eagle,Ada,Idaho,16001,West,Mountain,,,WN4K
W0929,9-Jul-05,bird,Haliaeetus leucocephalus,Eagle,Ada,Idaho,16001,West,Mountain,,,WN4K
W1517,5-Jul-18,mosquito,Culex ,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.998,-87.889,WN4K
W1522,12-Jul-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.984,-87.849,WN4K
W1525,12-Jul-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.985,-87.686,WN4K
W1529,12-Jul-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.77,-87.704,WN4K
W1530,12-Jul-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.796,-87.737,WN4K
W1531,12-Jul-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.768,-87.68,WN4K
W1537,19-Jul-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,42.004,-87.907,WN4K
W1538,19-Jul-18,mosquito,Culex ,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.958,-87.883,WN4K
W1540,19-Jul-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.964,-87.757,WN4K
W1564,26-Jul-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.742,-87.732,WN4K
W1568,26-Jul-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.89,-87.691,WN4K
W1580,26-Jul-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.796,-87.737,WN4K
W1586,2-Aug-18,mosquito,Culex ,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.978,-87.877,WN4K
W1614,9-Aug-18,mosquito,Culex ,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.958,-87.883,WN4K
W1630,9-Aug-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.825,-87.723,WN4K
W1633,9-Aug-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.77,-87.704,WN4K
W1638,9-Aug-18,mosquito,Culex ,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.796,-87.737,WN4K
W1647,16-Aug-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.964,-87.757,WN4K
W1648,16-Aug-18,mosquito,Culex ,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.984,-87.849,WN4K
W1656,16-Aug-18,mosquito,Culex ,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.985,-87.686,WN4K
W1668,16-Aug-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.89,-87.691,WN4K
W1670,16-Aug-18,mosquito,Culex restuans,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.92,-87.634,WN4K
W1685,23-Aug-18,mosquito,Culex ,Chicago,Cook,Illinois,17031,Midwest,East North Central,42.004,-87.907,WN4K
W1688,23-Aug-18,mosquito,Culex ,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.998,-87.889,WN4K
W1702,30-Aug-18,mosquito,Culex ,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.742,-87.732,WN4K
W1705,30-Aug-18,mosquito,Culex ,Chicago,Cook,Illinois,17031,Midwest,East North Central,41.768,-87.68,WN4K
W1370,20-Jun-17,mosquito,Culex quinquefasciatus,,Allen,Louisiana,22003,South,West South Central,,,WN4K
W1356,21-Jun-17,mosquito,Culex quinquefasciatus,,Ouachita,Louisiana,22073,South,West South Central,,,WN4K
W1353,26-Jun-17,mosquito,Culex quinquefasciatus,,St. Tammany,Louisiana,22103,South,West South Central,,,WN4K
W1305,28-Jun-17,mosquito,Culex quinquefasciatus,,West Baton Rouge,Louisiana,22121,South,West South Central,,,WN4K
W1373,4-Jul-17,mosquito,Culex quinquefasciatus,,Allen,Louisiana,22003,South,West South Central,,,WN4K
W1379,4-Jul-17,mosquito,Culex quinquefasciatus,,Allen,Louisiana,22003,South,West South Central,,,WN4K
W1306,5-Jul-17,mosquito,Culex quinquefasciatus,,East Baton Rouge,Louisiana,22033,South,West South Central,,,WN4K
W1301,6-Jul-17,mosquito,Culex quinquefasciatus,,West Baton Rouge,Louisiana,22121,South,West South Central,,,WN4K
W1364,7-Jul-17,mosquito,Culex quinquefasciatus,,Ouachita,Louisiana,22073,South,West South Central,,,WN4K
W1302,8-Jul-17,mosquito,Culex quinquefasciatus,,Ouachita,Louisiana,22073,South,West South Central,,,WN4K
W1308,17-Jul-17,mosquito,Culex quinquefasciatus,,West Baton Rouge,Louisiana,22121,South,West South Central,,,WN4K
W1374,17-Jul-17,mosquito,Culex quinquefasciatus,,Caddo,Louisiana,22017,South,West South Central,,,WN4K
W1368,18-Jul-17,mosquito,Culex quinquefasciatus,,Allen,Louisiana,22003,South,West South Central,,,WN4K
W1307,19-Jul-17,mosquito,Culex quinquefasciatus,,Ouachita,Louisiana,22073,South,West South Central,,,WN4K
W1298,20-Jul-17,mosquito,Culex quinquefasciatus,,Calcasieu,Louisiana,22019,South,West South Central,,,WN4K
W1369,28-Jul-17,mosquito,Culex quinquefasciatus,,Caddo,Louisiana,22017,South,West South Central,,,WN4K
W1299,31-Jul-17,mosquito,Culex quinquefasciatus,,St. Tammany,Louisiana,22103,South,West South Central,,,WN4K
W1309,31-Jul-17,mosquito,Culex quinquefasciatus,,East Baton Rouge,Louisiana,22033,South,West South Central,,,WN4K
W1303,1-Aug-17,mosquito,Culex quinquefasciatus,,Ouachita,Louisiana,22073,South,West South Central,,,WN4K
W1362,1-Aug-17,mosquito,Culex quinquefasciatus,,Allen,Louisiana,22003,South,West South Central,,,WN4K
W1367,1-Aug-17,mosquito,Culex quinquefasciatus,,Allen,Louisiana,22003,South,West South Central,,,WN4K
W1375,4-Aug-17,mosquito,Culex quinquefasciatus,,Caddo,Louisiana,22017,South,West South Central,,,WN4K
W1354,5-Aug-17,mosquito,Culex quinquefasciatus,,East Baton Rouge,Louisiana,22033,South,West South Central,,,WN4K
W1372,8-Aug-17,mosquito,Culex quinquefasciatus,,Bossier,Louisiana,22015,South,West South Central,,,WN4K
W1378,8-Aug-17,mosquito,Culex quinquefasciatus,,Bossier,Louisiana,22015,South,West South Central,,,WN4K
W1300,11-Aug-17,mosquito,Culex quinquefasciatus,,West Baton Rouge,Louisiana,22121,South,West South Central,,,WN4K
W1338,25-Jul-18,mosquito,Culex quinquefasciatus,,Caddo,Louisiana,22017,South,West South Central,,,WN4K
W1337,2-Aug-18,mosquito,Culex quinquefasciatus,,West Baton Rouge,Louisiana,22121,South,West South Central,,,WN4K
W1346,4-Aug-18,mosquito,Culex quinquefasciatus,,Bossier,Louisiana,22015,South,West South Central,,,WN4K
W1327,9-Aug-18,mosquito,Culex quinquefasciatus,,West Baton Rouge,Louisiana,22121,South,West South Central,,,WN4K
W1339,13-Aug-18,mosquito,Culex quinquefasciatus,,St. Tammany,Louisiana,22103,South,West South Central,,,WN4K
W1329,14-Aug-18,mosquito,Culex quinquefasciatus,,West Baton Rouge,Louisiana,22121,South,West South Central,,,WN4K
W1322,15-Aug-18,mosquito,Culex quinquefasciatus,,Ouachita,Louisiana,22073,South,West South Central,,,WN4K
W1332,16-Aug-18,mosquito,Culex quinquefasciatus,,West Baton Rouge,Louisiana,22121,South,West South Central,,,WN4K
W1334,21-Aug-18,mosquito,Culex quinquefasciatus,,Ascension,Louisiana,22005,South,West South Central,,,WN4K
W1336,22-Aug-18,mosquito,Culex quinquefasciatus,,East Baton Rouge,Louisiana,22033,South,West South Central,,,WN4K
W1344,22-Aug-18,mosquito,Culex quinquefasciatus,,Ascension,Louisiana,22005,South,West South Central,,,WN4K
W1345,22-Aug-18,mosquito,Culex quinquefasciatus,,Ascension,Louisiana,22005,South,West South Central,,,WN4K
W1342,23-Aug-18,mosquito,Culex quinquefasciatus,,West Baton Rouge,Louisiana,22121,South,West South Central,,,WN4K
W1323,28-Aug-18,mosquito,Culex quinquefasciatus,,East Baton Rouge,Louisiana,22033,South,West South Central,,,WN4K
W1331,28-Aug-18,mosquito,Culex quinquefasciatus,,Ascension,Louisiana,22005,South,West South Central,,,WN4K
W1335,28-Aug-18,mosquito,Culex quinquefasciatus,,Tangipahoa,Louisiana,22105,South,West South Central,,,WN4K
W1324,30-Aug-18,mosquito,Culex quinquefasciatus,,West Baton Rouge,Louisiana,22121,South,West South Central,,,WN4K
W1326,2-Sep-18,mosquito,Culex quinquefasciatus,,East Baton Rouge,Louisiana,22033,South,West South Central,,,WN4K
W1330,2-Sep-18,mosquito,Culex quinquefasciatus,,East Baton Rouge,Louisiana,22033,South,West South Central,,,WN4K
W1328,9-Oct-18,mosquito,Culex quinquefasciatus,,Tangipahoa,Louisiana,22105,South,West South Central,,,WN4K
DQ080062,1-Jan-02,mosquito,,,Iberia,Louisiana,22045,South,West South Central,,,PMID6494762
DQ080061,1-Jan-04,bird,Cardinalis cardinalis,,Iberia,Louisiana,22045,South,West South Central,,,PMID6494762
W1393,7-Aug-02,bird,Corvus,,Brown,Minnesota,27015,Midwest,West North Central,,,WN4K
W1394,7-Aug-02,bird,Corvus,,Nicollet,Minnesota,27103,Midwest,West North Central,,,WN4K
W1395,7-Aug-02,bird,Corvus,,Big Stone,Minnesota,27011,Midwest,West North Central,,,WN4K
W1396,7-Aug-02,bird,Corvus,,Stevens,Minnesota,27149,Midwest,West North Central,,,WN4K
W1397,7-Aug-02,bird,Corvus,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1398,7-Aug-02,bird,Cyanocitta cristata,,Carver,Minnesota,27019,Midwest,West North Central,,,WN4K
W1399,7-Aug-02,bird,Corvus,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1400,7-Aug-02,bird,Corvus,,Pope,Minnesota,27121,Midwest,West North Central,,,WN4K
W1401,7-Aug-02,bird,Corvus,,Anoka,Minnesota,27003,Midwest,West North Central,,,WN4K
W1403,7-Aug-02,bird,Corvus,,Otter Tail,Minnesota,27111,Midwest,West North Central,,,WN4K
W1404,7-Aug-02,bird,,,St. Louis,Minnesota,27137,Midwest,West North Central,,,WN4K
W1407,7-Aug-02,bird,Corvus,,Nobles,Minnesota,27105,Midwest,West North Central,,,WN4K
W1408,7-Aug-02,bird,Corvus,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1409,7-Aug-02,bird,Corvus,,Ramsey,Minnesota,27123,Midwest,West North Central,,,WN4K
W1411,7-Aug-02,bird,Corvus,,Benton,Minnesota,27009,Midwest,West North Central,,,WN4K
W1412,7-Aug-02,bird,Corvus,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1383,8-Aug-02,bird,Corvus,,Redwood,Minnesota,27127,Midwest,West North Central,,,WN4K
W1384,8-Aug-02,bird,Corvus,,Ramsey,Minnesota,27123,Midwest,West North Central,,,WN4K
W1385,8-Aug-02,bird,Corvus,,Anoka,Minnesota,27003,Midwest,West North Central,,,WN4K
W1391,8-Aug-02,bird,Corvus,,Fillmore,Minnesota,27045,Midwest,West North Central,,,WN4K
W1392,8-Aug-02,bird,Corvus,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1387,9-Aug-02,bird,Corvus,,Ramsey,Minnesota,27123,Midwest,West North Central,,,WN4K
W1388,9-Aug-02,bird,Corvus,,Lyon,Minnesota,27083,Midwest,West North Central,,,WN4K
W1389,9-Aug-02,bird,Corvus,,Nobles,Minnesota,27105,Midwest,West North Central,,,WN4K
W1390,9-Aug-02,bird,Corvus,,Ramsey,Minnesota,27123,Midwest,West North Central,,,WN4K
W1386,15-Aug-02,bird,Corvus,,Otter Tail,Minnesota,27111,Midwest,West North Central,,,WN4K
W1427,8-Jul-03,bird,Cyanocitta cristata,,Cass,Minnesota,27021,Midwest,West North Central,,,WN4K
W1428,10-Jul-03,bird,Corvus,,Crow Wing,Minnesota,27035,Midwest,West North Central,,,WN4K
W1419,14-Jul-03,bird,Corvus,,Mower,Minnesota,27099,Midwest,West North Central,,,WN4K
W1413,15-Jul-03,bird,Corvus,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1414,17-Jul-03,bird,Corvus,,Ramsey,Minnesota,27123,Midwest,West North Central,,,WN4K
W1415,17-Jul-03,bird,Corvus,,Dakota,Minnesota,27037,Midwest,West North Central,,,WN4K
W1417,17-Jul-03,bird,Cyanocitta cristata,,Anoka,Minnesota,27003,Midwest,West North Central,,,WN4K
W1418,17-Jul-03,bird,Corvus,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1420,17-Jul-03,bird,Corvus,,Ramsey,Minnesota,27123,Midwest,West North Central,,,WN4K
W1422,17-Jul-03,bird,Corvus,,Chippewa,Minnesota,27023,Midwest,West North Central,,,WN4K
W1421,18-Jul-03,bird,Corvus,,Kandiyohi,Minnesota,27067,Midwest,West North Central,,,WN4K
W1423,18-Jul-03,bird,Corvus,,Mower,Minnesota,27099,Midwest,West North Central,,,WN4K
W1424,18-Jul-03,bird,Corvus,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1425,18-Jul-03,bird,Corvus,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1426,18-Jul-03,bird,Corvus,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1430,18-Jul-03,bird,Cyanocitta cristata,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1431,19-Jul-03,bird,Accipitridae,,Dakota,Minnesota,27037,Midwest,West North Central,,,WN4K
W1433,21-Jul-03,bird,Corvus,,Anoka,Minnesota,27003,Midwest,West North Central,,,WN4K
W1432,22-Jul-03,bird,Corvus,,Olmsted,Minnesota,27109,Midwest,West North Central,,,WN4K
W1435,22-Jul-03,bird,Corvus,,Washington,Minnesota,27163,Midwest,West North Central,,,WN4K
W1429,23-Jul-03,bird,Accipiter gentilis,,Wabasha,Minnesota,27157,Midwest,West North Central,,,WN4K
W1434,23-Jul-03,bird,Corvus,,Ramsey,Minnesota,27123,Midwest,West North Central,,,WN4K
W1438,23-Jul-03,bird,Corvus,,Mower,Minnesota,27099,Midwest,West North Central,,,WN4K
W1439,25-Jul-03,bird,Cyanocitta cristata,,Carver,Minnesota,27019,Midwest,West North Central,,,WN4K
W1436,28-Jul-03,bird,Corvus,,Rice,Minnesota,27131,Midwest,West North Central,,,WN4K
W1437,28-Jul-03,bird,Corvus,,Kandiyohi,Minnesota,27067,Midwest,West North Central,,,WN4K
W1440,29-Jul-03,bird,Corvus,,Crow Wing,Minnesota,27035,Midwest,West North Central,,,WN4K
W1442,30-Jul-03,bird,Corvus,,Lyon,Minnesota,27083,Midwest,West North Central,,,WN4K
W1441,31-Jul-03,bird,Corvus,,Renville,Minnesota,27129,Midwest,West North Central,,,WN4K
W1443,25-Jun-04,bird,Corvus,,Anoka,Minnesota,27003,Midwest,West North Central,,,WN4K
W1444,25-Jun-04,bird,Cyanocitta cristata,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1445,28-Jun-04,bird,Corvus,,Washington,Minnesota,27163,Midwest,West North Central,,,WN4K
W1450,28-Jun-04,bird,Falco sparverius,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1451,28-Jun-04,bird,Corvus,,Fillmore,Minnesota,27045,Midwest,West North Central,,,WN4K
W1447,29-Jun-04,bird,Corvus,,Olmsted,Minnesota,27109,Midwest,West North Central,,,WN4K
W1448,29-Jun-04,bird,Corvus,,Olmsted,Minnesota,27109,Midwest,West North Central,,,WN4K
W1449,29-Jun-04,bird,Corvus,,Olmsted,Minnesota,27109,Midwest,West North Central,,,WN4K
W1452,30-Jun-04,bird,Corvus,,Steele,Minnesota,27147,Midwest,West North Central,,,WN4K
W1446,1-Jul-04,bird,Cyanocitta cristata,,Waseca,Minnesota,27161,Midwest,West North Central,,,WN4K
W1455,3-Jul-04,bird,Bubo virginianus,,Dakota,Minnesota,27037,Midwest,West North Central,,,WN4K
W1459,3-Jul-04,bird,Falco sparverius,,Hennepin,Minnesota,27053,Midwest,West North Central,,,WN4K
W1458,5-Jul-04,bird,Corvus,,Ramsey,Minnesota,27123,Midwest,West North Central,,,WN4K
W1454,6-Jul-04,bird,Corvus,,Dakota,Minnesota,27037,Midwest,West North Central,,,WN4K
W1453,7-Jul-04,bird,Cyanocitta cristata,,Anoka,Minnesota,27003,Midwest,West North Central,,,WN4K
W1456,8-Jul-04,bird,Corvus,,St. Louis,Minnesota,27137,Midwest,West North Central,,,WN4K
